iter,rf_ns
1719,83.27
1720,149.89
1721,236.50
1722,572.92
1723,333.09
1724,266.47
1725,46.63
1726,606.23
1727,286.46
1728,539.61
1729,189.86
1730,163.22
1731,253.15
1732,496.31
1733,173.21
1734,339.75
1735,169.88
1736,213.18
1737,393.05
1738,659.52
1739,466.33
1740,103.26
1741,139.90
1742,43.30
1743,373.06
1744,46.63
1745,552.93
1746,339.75
1747,66.62
1748,219.84
1749,729.47
1750,53.29
1751,189.86
1752,366.40
1753,253.15
1754,296.45
1755,529.62
1756,323.10
1757,403.04
1758,186.53
1759,213.18
1760,79.94
1761,393.05
1762,99.93
1763,389.72
1764,369.73
1765,456.34
1766,529.62
1767,116.58
1768,139.90
1769,286.46
1770,346.42
1771,439.68
1772,109.92
1773,146.56
1774,113.25
1775,46.63
1776,329.76
1777,46.63
1778,99.93
1779,426.36
1780,46.63
1781,183.20
1782,109.92
1783,43.30
1784,443.01
1785,49.96
1786,239.83
1787,309.78
1788,236.50
1789,59.96
1790,46.63
1791,249.82
1792,289.79
1793,426.36
1794,46.63
1795,439.68
1796,176.54
1797,423.03
1798,229.83
1799,46.63
1800,386.39
1801,306.45
1802,249.82
1803,323.10
1804,752.79
1805,216.51
1806,236.50
1807,369.73
1808,133.24
1809,299.78
1810,283.13
1811,246.49
1812,269.81
1813,46.63
1814,549.60
1815,233.16
1816,143.23
1817,103.26
1818,472.99
1819,339.75
1820,213.18
1821,239.83
1822,193.19
1823,303.11
1824,79.94
1825,49.96
1826,586.24
1827,163.22
1828,89.94
1829,712.82
1830,176.54
1831,229.83
1832,73.28
1833,336.42
1834,639.54
1835,163.22
1836,46.63
1837,296.45
1838,189.86
1839,346.42
1840,299.78
1841,326.43
1842,426.36
1843,516.29
1844,706.16
1845,303.11
1846,186.53
1847,333.09
1848,346.42
1849,119.91
1850,353.08
1851,336.42
1852,183.20
1853,409.70
1854,216.51
1855,216.51
1856,46.63
1857,319.77
1858,46.63
1859,179.87
1860,429.69
1861,546.27
1862,79.94
1863,146.56
1864,266.47
1865,626.21
1866,176.54
1867,79.94
1868,399.71
1869,576.25
1870,116.58
1871,115749.73
1872,326.43
1873,249.82
1874,226.50
1875,489.65
1876,193.19
1877,306.45
1878,253.15
1879,76.61
1880,336.42
1881,296.45
1882,83.27
1883,263.14
1884,216.51
1885,283.13
1886,63.29
1887,459.67
1888,46.63
1889,296.45
1890,46.63
1891,183.20
1892,219.84
1893,179.87
1894,492.98
1895,153.22
1896,59.96
1897,169.88
1898,46.63
1899,453.01
1900,46.63
1901,49.96
1902,173.21
1903,879.36
1904,46.63
1905,396.38
1906,116.58
1907,409.70
1908,183.20
1909,283.13
1910,43.30
1911,46.63
1912,219.84
1913,306.45
1914,146.56
1915,353.08
1916,339.75
1917,163.22
1918,746.13
1919,46.63
1920,46.63
1921,43.30
1922,289.79
1923,526.29
1924,526.29
1925,126.58
1926,106.59
1927,223.17
1928,46.63
1929,116.58
1930,46.63
1931,266.47
1932,236.50
1933,249.82
1934,299.78
1935,486.32
1936,46.63
1937,133.24
1938,269.81
1939,46.63
1940,89.94
1941,189.86
1942,126.58
1943,29.98
1944,219.84
1945,143.23
1946,466.33
1947,46.63
1948,79.94
1949,76.61
1950,299.78
1951,169.88
1952,213.18
1953,276.47
1954,46.63
1955,46.63
1956,476.32
1957,49.96
1958,249.82
1959,443.01
1960,196.52
1961,219.84
1962,209.85
1963,193.19
1964,153.22
1965,542.94
1966,279.80
1967,519.62
1968,589.57
1969,263.14
1970,46.63
1971,163.22
1972,213.18
1973,293.12
1974,652.86
1975,273.14
1976,209.85
1977,526.29
1978,136.57
1979,163.22
1980,126.58
1981,46.63
1982,299.78
1983,413.04
1984,426.36
1985,46.63
1986,179.87
1987,176.54
1988,183.20
1989,46.63
1990,233.16
1991,129.91
1992,469.66
1993,313.11
1994,476.32
1995,46.63
1996,353.08
1997,43.30
1998,203.19
1999,226.50
2000,46.63
2001,49.96
2002,143.23
2003,199.86
2004,146.56
2005,49.96
2006,46.63
2007,46.63
2008,46.63
2009,189.86
2010,146.56
2011,166.55
2012,176.54
2013,46.63
2014,119.91
2015,46.63
2016,46.63
2017,379.73
2018,286.46
2019,46.63
2020,346.42
2021,309.78
2022,46.63
2023,526.29
2024,46.63
2025,143.23
2026,323.10
2027,46.63
2028,179.87
2029,433.02
2030,369.73
2031,46.63
2032,46.63
2033,46.63
2034,586.24
2035,46.63
2036,279.80
2037,632.88
2038,589.57
2039,179.87
2040,399.71
2041,856.05
2042,229.83
2043,283.13
2044,46.63
2045,46.63
2046,386.39
2047,46.63
2048,76.61
2049,66.62
2050,449.68
2051,46.63
2052,236.50
2053,586.24
2054,179.87
2055,46.63
2056,46.63
2057,246.49
2058,156.55
2059,609.56
2060,196.52
2061,449.68
2062,576.25
2063,146.56
2064,376.39
2065,469.66
2066,466.33
2067,83.27
2068,46.63
2069,46.63
2070,226.50
2071,136.57
2072,223.17
2073,129.91
2074,46.63
2075,606.23
2076,153.22
2077,269.81
2078,389.72
2079,239.83
2080,529.62
2081,316.44
2082,436.35
2083,329.76
2084,193.19
2085,393.05
2086,179.87
2087,46.63
2088,472.99
2089,243.16
2090,46.63
2091,173.21
2092,449.68
2093,133.24
2094,689.50
2095,66.62
2096,193.19
2097,83.27
2098,76.61
2099,439.68
2100,273.14
2101,203.19
2102,89.94
2103,273.14
2104,243.16
2105,59.96
2106,482.98
2107,393.05
2108,226.50
2109,233.16
2110,219.84
2111,139.90
2112,173.21
2113,579.58
2114,239.83
2115,46.63
2116,149.89
2117,46.63
2118,566.26
2119,443.01
2120,46.63
2121,489.65
2122,169.88
2123,43.30
2124,289.79
2125,199.86
2126,46.63
2127,83.27
2128,439.68
2129,369.73
2130,273.14
2131,289.79
2132,79.94
